index,content_type,avg_score,critique,scores
104,paid_ad_pas,4.8,文案简洁有力，痛点放大与解决方案结合紧密，但点击吸引力可进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大与解决方案结合紧密，但点击吸引力可进一步提升。'}"
105,paid_ad_bab,4.6,文案开头成功击中熬夜肌肤暗沉的痛点，具有较高的点击吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头成功击中熬夜肌肤暗沉的痛点，具有较高的点击吸引力。'}"
106,paid_ad_fab,4.8,文案简洁有力，科学配方和高浓度添加的信息极具吸引力，CTA明确且与内容紧密结合。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和高浓度添加的信息极具吸引力，CTA明确且与内容紧密结合。'}"
107,social_media_review,5.0,专业与真实完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美融合'}"
108,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
109,social_media_myth_busting,4.75,专业且引人入胜的科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}"
110,social_media_storytelling,4.75,真实感人，品牌契合度高,"{'score_authenticity_immersion': 5, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人，品牌契合度高'}"
111,ecommerce_long_form,5.0,专业精准，信息清晰可信,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业精准，信息清晰可信'}"
112,paid_ad_cta,4.2,文案开头成功激发了好奇心，但CTA部分可以更具冲击力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头成功激发了好奇心，但CTA部分可以更具冲击力。'}"
113,paid_ad_pas,4.8,文案简洁有力，痛点放大和解决方案清晰，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大和解决方案清晰，但点击吸引力可以进一步提升。'}"
114,paid_ad_bab,4.6,文案简洁有力，符合品牌理念，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，符合品牌理念，但点击吸引力可以进一步提升。'}"
115,paid_ad_fab,4.6,文案简洁有力，科学配方和核心成分的提及增强了可信度和吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和核心成分的提及增强了可信度和吸引力。'}"
116,social_media_review,4.75,专业与真实完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美融合'}"
117,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
118,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
119,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
120,ecommerce_long_form,5.0,专业精准，信息全面,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业精准，信息全面'}"
121,paid_ad_cta,4.6,极具冲击力的开头，能迅速激发好奇心或击中痛点,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点'}"
122,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
123,paid_ad_bab,4.6,极具冲击力的开头能迅速激发好奇心，完美击中目标用户的痛点。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速激发好奇心，完美击中目标用户的痛点。'}"
124,paid_ad_fab,4.8,文案简洁有力，科学配方和核心成分的提及增强了专业感和吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和核心成分的提及增强了专业感和吸引力。'}"
125,social_media_review,5.0,专业真实，价值与情感并存,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业真实，价值与情感并存'}"
126,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
127,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
128,social_media_storytelling,5.0,完美融合故事与品牌专业,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '完美融合故事与品牌专业'}"
129,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
130,paid_ad_cta,4.8,文案简洁有力，完美遵循指令并准确传达产品信息，但点击吸引力可进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，完美遵循指令并准确传达产品信息，但点击吸引力可进一步提升。'}"
131,paid_ad_pas,5.0,极具冲击力的痛点放大与解决，完美符合品牌理念与目标受众需求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大与解决，完美符合品牌理念与目标受众需求。'}"
132,paid_ad_bab,4.8,文案简洁有力，完美遵循指令并准确传达产品信息，但点击吸引力可进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，完美遵循指令并准确传达产品信息，但点击吸引力可进一步提升。'}"
133,paid_ad_fab,4.8,文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可以进一步提升。'}"
134,social_media_review,4.5,专业与真实感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感兼具'}"
135,social_media_educational,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
136,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
137,social_media_storytelling,5.0,情感真挚，专业自然,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，专业自然'}"
138,ecommerce_long_form,5.0,专业精准，信息清晰可信,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业精准，信息清晰可信'}"
139,paid_ad_cta,4.8,文案简洁有力，完美遵循指令并准确传达产品核心利益点。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，完美遵循指令并准确传达产品核心利益点。'}"
140,paid_ad_pas,5.0,极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
141,paid_ad_bab,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
142,paid_ad_fab,4.2,文案信息准确且遵循指令，但开头缺乏足够吸引力，可能无法在2秒内抓住注意力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息准确且遵循指令，但开头缺乏足够吸引力，可能无法在2秒内抓住注意力。'}"
143,social_media_review,4.75,专业且真实的使用反馈,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}"
144,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
145,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
146,social_media_storytelling,5.0,情感真挚，专业与感性完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性完美融合'}"
147,ecommerce_long_form,5.0,专业性强，信息清晰，信任感高,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}"
148,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美遵循指令且信息高度压缩。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美遵循指令且信息高度压缩。'}"
149,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美遵循指令且信息高度压缩。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美遵循指令且信息高度压缩。'}"
150,paid_ad_bab,4.6,文案简洁有力，核心信息突出，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，但点击吸引力可以进一步提升。'}"
151,paid_ad_fab,4.8,文案简洁有力，核心信息突出，CTA明确且与内容紧密结合。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，CTA明确且与内容紧密结合。'}"
152,social_media_review,4.75,专业与真实感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感兼具'}"
153,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
154,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
155,social_media_storytelling,4.5,真实故事与专业融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业融合'}"
156,ecommerce_long_form,5.0,专业精准，信任感强,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业精准，信任感强'}"
157,paid_ad_cta,5.0,极具冲击力的开头迅速激发好奇心，科学配方和皮肤科医生验证增加了可信度，CTA明确有力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头迅速激发好奇心，科学配方和皮肤科医生验证增加了可信度，CTA明确有力。'}"
158,paid_ad_pas,5.0,极具冲击力的痛点放大与科学解决方案的结合，完美符合品牌理念。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大与科学解决方案的结合，完美符合品牌理念。'}"
159,paid_ad_bab,4.8,文案简洁有力，核心信息突出，行动号召明确且具有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，行动号召明确且具有说服力。'}"
160,paid_ad_fab,4.8,极具冲击力的数据支撑和科学表述，能迅速激发好奇心并引导点击。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的数据支撑和科学表述，能迅速激发好奇心并引导点击。'}"
161,social_media_review,5.0,真实感人设，专业与情感完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人设，专业与情感完美融合'}"
162,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
163,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
164,social_media_storytelling,5.0,情感真挚，品牌融合自然,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌融合自然'}"
165,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
166,paid_ad_cta,4.6,文案简洁有力，科学精简配方的描述符合品牌理念，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学精简配方的描述符合品牌理念，但点击吸引力可以进一步提升。'}"
167,paid_ad_pas,4.8,文案简洁有力，痛点放大与解决方案清晰，CTA明确且吸引人。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大与解决方案清晰，CTA明确且吸引人。'}"
168,paid_ad_bab,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
169,paid_ad_fab,4.8,文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可以进一步提升。'}"
