index,content_type,avg_score,critique,scores
103,paid_ad_cta,5.0,极具冲击力的开头和明确的行动号召，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的行动号召，完美符合信息流广告的短平快要求。'}"
104,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美遵循了痛点-放大-解决的风格要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美遵循了痛点-放大-解决的风格要求。'}"
105,paid_ad_bab,5.0,文案精准击中熬夜人群的核心痛点，通过科学成分解释解决方案，建立信任，并最终引导转化。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案精准击中熬夜人群的核心痛点，通过科学成分解释解决方案，建立信任，并最终引导转化。'}"
106,paid_ad_fab,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
107,social_media_review,4.75,专业且真实的使用反馈,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实的使用反馈'}"
108,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
109,social_media_myth_busting,4.75,专业科普，触动人心,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，触动人心'}"
110,social_media_storytelling,4.75,专业与真实完美结合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美结合'}"
111,ecommerce_long_form,5.0,专业精准，价值清晰,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业精准，价值清晰'}"
112,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
113,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。'}"
114,paid_ad_bab,5.0,文案结构清晰，痛点共鸣强烈，科学背书有效，完美符合品牌调性和广告需求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，痛点共鸣强烈，科学背书有效，完美符合品牌调性和广告需求。'}"
115,paid_ad_fab,4.2,文案简洁有力，科学成分和效果展示清晰，但CTA可以更具吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学成分和效果展示清晰，但CTA可以更具吸引力。'}"
116,social_media_review,4.5,专业与真实感并存,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感并存'}"
117,social_media_educational,4.25,专业科普但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性不足'}"
118,social_media_myth_busting,4.25,专业性强但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强但故事性稍弱'}"
119,social_media_storytelling,4.75,专业与真实感并存,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感并存'}"
120,ecommerce_long_form,4.666666666666667,专业性强，信息清晰,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业性强，信息清晰'}"
121,paid_ad_cta,5.0,极具冲击力的开头和明确的行动号召，完美适配信息流广告的阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的行动号召，完美适配信息流广告的阅读场景。'}"
122,paid_ad_pas,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但正文部分略显冗长，可能影响信息流的快速阅读体验。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但正文部分略显冗长，可能影响信息流的快速阅读体验。'}"
123,paid_ad_bab,4.4,文案极具点击吸引力，精准击中目标人群痛点，但行动号召（CTA）部分略显模板化，缺乏更强的驱动力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具点击吸引力，精准击中目标人群痛点，但行动号召（CTA）部分略显模板化，缺乏更强的驱动力。'}"
124,paid_ad_fab,4.6,文案结构清晰，核心成分和优势突出，但开头部分可以更简洁以增强点击吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，核心成分和优势突出，但开头部分可以更简洁以增强点击吸引力。'}"
125,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
126,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
127,social_media_myth_busting,4.75,专业且引人入胜的科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}"
128,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
129,ecommerce_long_form,5.0,专业性强，信息清晰，信任感高,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}"
130,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中敏感肌用户的痛点，同时行动号召明确有力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中敏感肌用户的痛点，同时行动号召明确有力。'}"
131,paid_ad_pas,4.4,文案开头成功放大痛点，但整体略显冗长，可能影响信息流广告的快速阅读效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头成功放大痛点，但整体略显冗长，可能影响信息流广告的快速阅读效果。'}"
132,paid_ad_bab,4.8,极具冲击力的开头，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
133,paid_ad_fab,4.4,文案简洁且信息高度压缩，完美适配信息流的阅读场景，但CTA部分可以更有冲击力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁且信息高度压缩，完美适配信息流的阅读场景，但CTA部分可以更有冲击力。'}"
134,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
135,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
136,social_media_myth_busting,4.75,专业且引人入胜的护肤科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤科普'}"
137,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
138,ecommerce_long_form,5.0,专业、清晰、可信赖,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业、清晰、可信赖'}"
139,paid_ad_cta,5.0,极具冲击力的开头和明确的行动号召，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的行动号召，完美符合信息流广告的短平快要求。'}"
140,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略有不足，部分内容略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略有不足，部分内容略显冗长。'}"
141,paid_ad_bab,4.8,痛点直击精准，情感共鸣强烈，但CTA可以更具体有力,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '痛点直击精准，情感共鸣强烈，但CTA可以更具体有力'}"
142,paid_ad_fab,4.2,文案结构清晰，成分和功效描述详细，但稍显冗长，可能影响信息流广告的快速阅读体验。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，成分和功效描述详细，但稍显冗长，可能影响信息流广告的快速阅读体验。'}"
143,social_media_review,5.0,真实感强，品牌契合度高,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
144,social_media_educational,4.75,科普性强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
145,social_media_myth_busting,4.75,专业科普与情感共鸣完美结合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与情感共鸣完美结合'}"
146,social_media_storytelling,4.75,专业与真实完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美融合'}"
147,ecommerce_long_form,5.0,专业严谨，信息清晰，信任感强,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业严谨，信息清晰，信任感强'}"
148,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
149,paid_ad_pas,4.8,文案极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}"
150,paid_ad_bab,5.0,文案精准击中用户痛点，并通过科学成分展示增强可信度，极具吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案精准击中用户痛点，并通过科学成分展示增强可信度，极具吸引力。'}"
151,paid_ad_fab,4.4,文案简洁有力，核心信息突出，但CTA可以更具吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，但CTA可以更具吸引力。'}"
152,social_media_review,4.75,专业真实，互动性强,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业真实，互动性强'}"
153,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
154,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
155,social_media_storytelling,4.5,专业与真实感兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实感兼具'}"
156,ecommerce_long_form,5.0,专业、清晰、可信,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业、清晰、可信'}"
157,paid_ad_cta,5.0,钩子极具冲击力，能迅速激发好奇心并击中痛点，行动号召明确且有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，能迅速激发好奇心并击中痛点，行动号召明确且有说服力。'}"
158,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。'}"
159,paid_ad_bab,4.4,文案简洁有力，痛点共鸣强烈，但行动号召（CTA）部分可以更明确和有力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点共鸣强烈，但行动号召（CTA）部分可以更明确和有力。'}"
160,paid_ad_fab,4.6,文案简洁有力，核心成分和功效一目了然，但开头部分可以更直接地击中用户痛点以提升点击吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心成分和功效一目了然，但开头部分可以更直接地击中用户痛点以提升点击吸引力。'}"
161,social_media_review,5.0,真实感人，专业与情感完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人，专业与情感完美融合'}"
162,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
163,social_media_myth_busting,4.75,专业且引人入胜的护肤科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤科普'}"
164,social_media_storytelling,5.0,真实感人，专业与情感完美融合,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人，专业与情感完美融合'}"
165,ecommerce_long_form,4.666666666666667,专业性强，信息清晰，信任感稍欠,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业性强，信息清晰，信任感稍欠'}"
166,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美适配信息流的阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美适配信息流的阅读场景。'}"
167,paid_ad_pas,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合痛点-放大-解决风格。'}"
168,paid_ad_bab,3.8,文案在点击吸引力和指令遵循度上表现优秀，但行动号召有效性较弱，缺乏明确的点击引导。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和指令遵循度上表现优秀，但行动号召有效性较弱，缺乏明确的点击引导。'}"
169,paid_ad_fab,4.8,文案简洁有力，核心信息突出，CTA明确且与内容紧密结合。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，CTA明确且与内容紧密结合。'}"
